"neighborhood","borough","lat","long","scores"
"Westerleigh","Staten Island",40.625,-74.125,0.989
"West New Brighton-New Brighton-St. George","Staten Island",40.63,-74.125,0.97275
"West New Brighton-New Brighton-St. George","Staten Island",40.635,-74.125,0.7565
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.125,0.79525
"Oakwood-Oakwood Beach","Staten Island",40.555,-74.12,1
"Oakwood-Oakwood Beach","Staten Island",40.56,-74.12,0.999
"Oakwood-Oakwood Beach","Staten Island",40.565,-74.12,0.968
"New Dorp-Midland Beach","Staten Island",40.57,-74.12,0.999
"New Dorp-Midland Beach","Staten Island",40.575,-74.12,0.983
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.58,-74.12,0.903
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.6,-74.12,0.9915
"New Springville-Bloomfield-Travis","Staten Island",40.605,-74.12,0.8025
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.61,-74.12,0.9715
"Westerleigh","Staten Island",40.615,-74.12,0.982
"Westerleigh","Staten Island",40.62,-74.12,0.985
"Westerleigh","Staten Island",40.625,-74.12,0.99
"West New Brighton-New Brighton-St. George","Staten Island",40.63,-74.12,0.9795
"West New Brighton-New Brighton-St. George","Staten Island",40.635,-74.12,0.9625
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.12,0.931
"Oakwood-Oakwood Beach","Staten Island",40.55,-74.115,1
"Oakwood-Oakwood Beach","Staten Island",40.555,-74.115,1
"Oakwood-Oakwood Beach","Staten Island",40.56,-74.115,0.998
"Oakwood-Oakwood Beach","Staten Island",40.565,-74.115,0.96
"New Dorp-Midland Beach","Staten Island",40.57,-74.115,0.993
"New Dorp-Midland Beach","Staten Island",40.575,-74.115,0.973
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.58,-74.115,0.674333333333333
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.585,-74.115,0.476333333333333
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.59,-74.115,0.7735
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.595,-74.115,0.9785
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.6,-74.115,0.987
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.605,-74.115,0.81075
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.61,-74.115,0.9945
"Westerleigh","Staten Island",40.615,-74.115,0.999333333333333
"Westerleigh","Staten Island",40.62,-74.115,0.994
"West New Brighton-New Brighton-St. George","Staten Island",40.625,-74.115,1
"New Brighton-Silver Lake","Staten Island",40.63,-74.115,0.9875
"New Brighton-Silver Lake","Staten Island",40.635,-74.115,0.98825
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.115,0.9605
"Oakwood-Oakwood Beach","Staten Island",40.555,-74.11,0.9845
"Oakwood-Oakwood Beach","Staten Island",40.56,-74.11,0.97275
"New Dorp-Midland Beach","Staten Island",40.565,-74.11,0.8455
"New Dorp-Midland Beach","Staten Island",40.57,-74.11,0.979
"New Dorp-Midland Beach","Staten Island",40.575,-74.11,0.97925
"New Dorp-Midland Beach","Staten Island",40.58,-74.11,0.883
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.585,-74.11,0.8235
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.59,-74.11,0.853
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.595,-74.11,0.988
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.6,-74.11,0.9915
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.605,-74.11,0.921
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.61,-74.11,0.9905
"Westerleigh","Staten Island",40.615,-74.11,1
"Westerleigh","Staten Island",40.62,-74.11,0.978
"New Brighton-Silver Lake","Staten Island",40.625,-74.11,1
"New Brighton-Silver Lake","Staten Island",40.63,-74.11,0.986
"New Brighton-Silver Lake","Staten Island",40.635,-74.11,0.996
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.11,0.9655
"West New Brighton-New Brighton-St. George","Staten Island",40.645,-74.11,0.955
"Oakwood-Oakwood Beach","Staten Island",40.56,-74.105,0.769
"New Dorp-Midland Beach","Staten Island",40.565,-74.105,0.2605
"New Dorp-Midland Beach","Staten Island",40.57,-74.105,0.559
"New Dorp-Midland Beach","Staten Island",40.575,-74.105,0.7615
"New Dorp-Midland Beach","Staten Island",40.58,-74.105,0.852
"New Dorp-Midland Beach","Staten Island",40.585,-74.105,0.813
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.59,-74.105,0.763
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.595,-74.105,0.984
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.6,-74.105,0.9905
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.605,-74.105,0.9665
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.61,-74.105,1
"Westerleigh","Staten Island",40.615,-74.105,0.999
"New Brighton-Silver Lake","Staten Island",40.62,-74.105,0.977
"New Brighton-Silver Lake","Staten Island",40.625,-74.105,1
"New Brighton-Silver Lake","Staten Island",40.63,-74.105,0.986
"New Brighton-Silver Lake","Staten Island",40.635,-74.105,0.9965
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.105,0.9645
"West New Brighton-New Brighton-St. George","Staten Island",40.645,-74.105,0.955
"New Dorp-Midland Beach","Staten Island",40.56,-74.1,0.704333333333333
"New Dorp-Midland Beach","Staten Island",40.565,-74.1,0.258
"New Dorp-Midland Beach","Staten Island",40.57,-74.1,0.578
"New Dorp-Midland Beach","Staten Island",40.575,-74.1,0.76875
"Old Town-Dongan Hills-South Beach","Staten Island",40.58,-74.1,0.62175
"Old Town-Dongan Hills-South Beach","Staten Island",40.585,-74.1,0.4455
"Old Town-Dongan Hills-South Beach","Staten Island",40.59,-74.1,0.4295
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.595,-74.1,0.9525
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.6,-74.1,0.97225
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.605,-74.1,0.97275
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.61,-74.1,0.9565
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.615,-74.1,0.9985
"New Brighton-Silver Lake","Staten Island",40.62,-74.1,0.97575
"New Brighton-Silver Lake","Staten Island",40.625,-74.1,1
"New Brighton-Silver Lake","Staten Island",40.63,-74.1,0.9785
"New Brighton-Silver Lake","Staten Island",40.635,-74.1,0.998
"New Brighton-Silver Lake","Staten Island",40.64,-74.1,0.9655
"West New Brighton-New Brighton-St. George","Staten Island",40.645,-74.1,0.9455
"New Dorp-Midland Beach","Staten Island",40.565,-74.095,0.568
"New Dorp-Midland Beach","Staten Island",40.57,-74.095,0.802
"New Dorp-Midland Beach","Staten Island",40.575,-74.095,0.925
"Old Town-Dongan Hills-South Beach","Staten Island",40.58,-74.095,0.5975
"Old Town-Dongan Hills-South Beach","Staten Island",40.585,-74.095,0.368
"Old Town-Dongan Hills-South Beach","Staten Island",40.59,-74.095,0.555
"Old Town-Dongan Hills-South Beach","Staten Island",40.595,-74.095,0.966
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.6,-74.095,0.983
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.605,-74.095,0.978
"Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","Staten Island",40.61,-74.095,0.849
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.615,-74.095,0.9945
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.62,-74.095,0.8615
"New Brighton-Silver Lake","Staten Island",40.625,-74.095,0.997
"New Brighton-Silver Lake","Staten Island",40.63,-74.095,0.957
"New Brighton-Silver Lake","Staten Island",40.635,-74.095,0.9985
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.095,0.9615
"West New Brighton-New Brighton-St. George","Staten Island",40.645,-74.095,0.947
"New Dorp-Midland Beach","Staten Island",40.57,-74.09,0.865
"Old Town-Dongan Hills-South Beach","Staten Island",40.575,-74.09,0.969
"Old Town-Dongan Hills-South Beach","Staten Island",40.58,-74.09,0.8505
"Old Town-Dongan Hills-South Beach","Staten Island",40.585,-74.09,0.771
"Old Town-Dongan Hills-South Beach","Staten Island",40.59,-74.09,0.6685
"Old Town-Dongan Hills-South Beach","Staten Island",40.595,-74.09,0.982
"Old Town-Dongan Hills-South Beach","Staten Island",40.6,-74.09,0.9745
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.605,-74.09,0.951
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.61,-74.09,0.7795
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.615,-74.09,0.794
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.62,-74.09,0.6545
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.625,-74.09,0.959
"New Brighton-Silver Lake","Staten Island",40.63,-74.09,0.945
"New Brighton-Silver Lake","Staten Island",40.635,-74.09,0.993
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.09,0.928
"West New Brighton-New Brighton-St. George","Staten Island",40.645,-74.09,0.9125
"Old Town-Dongan Hills-South Beach","Staten Island",40.575,-74.085,0.843666666666667
"Old Town-Dongan Hills-South Beach","Staten Island",40.58,-74.085,0.64025
"Old Town-Dongan Hills-South Beach","Staten Island",40.585,-74.085,0.619
"Old Town-Dongan Hills-South Beach","Staten Island",40.59,-74.085,0.764
"Old Town-Dongan Hills-South Beach","Staten Island",40.595,-74.085,0.9905
"Old Town-Dongan Hills-South Beach","Staten Island",40.6,-74.085,0.983
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.605,-74.085,0.9375
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.61,-74.085,0.76
"Stapleton-Rosebank","Staten Island",40.615,-74.085,0.952
"Stapleton-Rosebank","Staten Island",40.62,-74.085,0.952
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.625,-74.085,0.959
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.63,-74.085,0.8905
"New Brighton-Silver Lake","Staten Island",40.635,-74.085,0.92025
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.085,0.728
"West New Brighton-New Brighton-St. George","Staten Island",40.645,-74.085,0.83825
"Old Town-Dongan Hills-South Beach","Staten Island",40.58,-74.08,0.375
"Old Town-Dongan Hills-South Beach","Staten Island",40.585,-74.08,0.51
"Old Town-Dongan Hills-South Beach","Staten Island",40.59,-74.08,0.756
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.595,-74.08,0.99
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.6,-74.08,0.9905
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.605,-74.08,0.99
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.61,-74.08,0.9755
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.615,-74.08,0.987
"Stapleton-Rosebank","Staten Island",40.62,-74.08,0.9535
"Stapleton-Rosebank","Staten Island",40.625,-74.08,0.984
"Stapleton-Rosebank","Staten Island",40.63,-74.08,0.8175
"Stapleton-Rosebank","Staten Island",40.635,-74.08,0.9435
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.08,0.618
"West New Brighton-New Brighton-St. George","Staten Island",40.645,-74.08,0.7045
"Old Town-Dongan Hills-South Beach","Staten Island",40.58,-74.075,0.416
"Old Town-Dongan Hills-South Beach","Staten Island",40.585,-74.075,0.56
"Old Town-Dongan Hills-South Beach","Staten Island",40.59,-74.075,0.77
"Old Town-Dongan Hills-South Beach","Staten Island",40.595,-74.075,0.9925
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.6,-74.075,0.9895
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.605,-74.075,0.996
"Stapleton-Rosebank","Staten Island",40.61,-74.075,0.994
"Stapleton-Rosebank","Staten Island",40.615,-74.075,0.984
"Grymes Hill-Clifton-Fox Hills","Staten Island",40.62,-74.075,0.9645
"Stapleton-Rosebank","Staten Island",40.625,-74.075,0.942
"Stapleton-Rosebank","Staten Island",40.63,-74.075,0.6535
"Stapleton-Rosebank","Staten Island",40.635,-74.075,0.755666666666667
"West New Brighton-New Brighton-St. George","Staten Island",40.64,-74.075,0.28575
"West New Brighton-New Brighton-St. George","Staten Island",40.645,-74.075,0.342666666666667
"Old Town-Dongan Hills-South Beach","Staten Island",40.585,-74.07,0.427
"Old Town-Dongan Hills-South Beach","Staten Island",40.59,-74.07,0.7265
"Old Town-Dongan Hills-South Beach","Staten Island",40.595,-74.07,0.997
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.6,-74.07,0.993
"Stapleton-Rosebank","Staten Island",40.605,-74.07,0.997
"Stapleton-Rosebank","Staten Island",40.61,-74.07,0.9965
"Stapleton-Rosebank","Staten Island",40.615,-74.07,0.985
"Stapleton-Rosebank","Staten Island",40.62,-74.07,0.97
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.59,-74.065,0.664
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.595,-74.065,0.997
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.6,-74.065,0.9945
"Stapleton-Rosebank","Staten Island",40.605,-74.065,0.997
"Stapleton-Rosebank","Staten Island",40.61,-74.065,0.9965
"Stapleton-Rosebank","Staten Island",40.615,-74.065,0.985
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.595,-74.06,0.991
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.6,-74.06,0.989666666666667
"Grasmere-Arrochar-Ft. Wadsworth","Staten Island",40.605,-74.06,0.994
"Stapleton-Rosebank","Staten Island",40.61,-74.06,0.9965
"park-cemetery-etc-Manhattan","Manhattan",40.69,-74.045,0.371
"Bay Ridge","Brooklyn",40.615,-74.04,0.958
"Bay Ridge","Brooklyn",40.62,-74.04,0.992
"Bay Ridge","Brooklyn",40.625,-74.04,1
"Bay Ridge","Brooklyn",40.63,-74.04,0.9635
"park-cemetery-etc-Manhattan","Manhattan",40.7,-74.04,0.535
"Bay Ridge","Brooklyn",40.61,-74.035,0.989
"Bay Ridge","Brooklyn",40.615,-74.035,0.92775
"Bay Ridge","Brooklyn",40.62,-74.035,0.997
"Bay Ridge","Brooklyn",40.625,-74.035,1
"Bay Ridge","Brooklyn",40.63,-74.035,0.96625
"Bay Ridge","Brooklyn",40.635,-74.035,0.9735
"Bay Ridge","Brooklyn",40.64,-74.035,0.848666666666667
"Bay Ridge","Brooklyn",40.615,-74.03,0.4555
"Bay Ridge","Brooklyn",40.62,-74.03,0.825
"Bay Ridge","Brooklyn",40.625,-74.03,0.962
"Bay Ridge","Brooklyn",40.63,-74.03,0.887
"Bay Ridge","Brooklyn",40.635,-74.03,0.9585
"Bay Ridge","Brooklyn",40.64,-74.03,0.831
"Bay Ridge","Brooklyn",40.605,-74.025,0.824
"Dyker Heights","Brooklyn",40.61,-74.025,0.772
"Dyker Heights","Brooklyn",40.615,-74.025,0.65475
"Bay Ridge","Brooklyn",40.62,-74.025,0.948
"Bay Ridge","Brooklyn",40.625,-74.025,0.9455
"Bay Ridge","Brooklyn",40.63,-74.025,0.79975
"Bay Ridge","Brooklyn",40.635,-74.025,0.715
"Sunset Park West","Brooklyn",40.64,-74.025,0.7315
"Sunset Park West","Brooklyn",40.645,-74.025,0.48175
"Sunset Park West","Brooklyn",40.65,-74.025,0.34775
"park-cemetery-etc-Brooklyn","Brooklyn",40.605,-74.02,0.865
"park-cemetery-etc-Brooklyn","Brooklyn",40.61,-74.02,0.613
"park-cemetery-etc-Brooklyn","Brooklyn",40.615,-74.02,0.476
"Dyker Heights","Brooklyn",40.62,-74.02,0.966
"Bay Ridge","Brooklyn",40.625,-74.02,0.948
"Bay Ridge","Brooklyn",40.63,-74.02,0.9865
"Bay Ridge","Brooklyn",40.635,-74.02,0.6215
"Sunset Park West","Brooklyn",40.64,-74.02,0.9095
"Sunset Park West","Brooklyn",40.645,-74.02,0.653
"Sunset Park West","Brooklyn",40.65,-74.02,0.367
"park-cemetery-etc-Manhattan","Manhattan",40.69,-74.02,0.346
"Bath Beach","Brooklyn",40.605,-74.015,0.97
"park-cemetery-etc-Brooklyn","Brooklyn",40.61,-74.015,0.8285
"Dyker Heights","Brooklyn",40.615,-74.015,0.625
"Dyker Heights","Brooklyn",40.62,-74.015,0.9775
"Dyker Heights","Brooklyn",40.625,-74.015,0.979
"Dyker Heights","Brooklyn",40.63,-74.015,0.9805
"Sunset Park East","Brooklyn",40.635,-74.015,0.6075
"Sunset Park East","Brooklyn",40.64,-74.015,0.9455
"Sunset Park West","Brooklyn",40.645,-74.015,0.779
"Sunset Park West","Brooklyn",40.65,-74.015,0.3885
"Sunset Park West","Brooklyn",40.655,-74.015,0.308
"Sunset Park West","Brooklyn",40.66,-74.015,0.31
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.665,-74.015,0.269
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.675,-74.015,0.2905
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.68,-74.015,0.274
"Battery Park City-Lower Manhattan","Manhattan",40.705,-74.015,0.1135
"Battery Park City-Lower Manhattan","Manhattan",40.71,-74.015,0.663
"Battery Park City-Lower Manhattan","Manhattan",40.715,-74.015,0.596
"Seagate-Coney Island","Brooklyn",40.575,-74.01,0.432
"Seagate-Coney Island","Brooklyn",40.58,-74.01,0.319
"Bath Beach","Brooklyn",40.605,-74.01,0.971
"Bath Beach","Brooklyn",40.61,-74.01,0.866
"Dyker Heights","Brooklyn",40.615,-74.01,0.85975
"Dyker Heights","Brooklyn",40.62,-74.01,0.97375
"Dyker Heights","Brooklyn",40.625,-74.01,0.995
"Dyker Heights","Brooklyn",40.63,-74.01,0.98225
"Sunset Park East","Brooklyn",40.635,-74.01,0.50625
"Sunset Park East","Brooklyn",40.64,-74.01,0.853
"Sunset Park East","Brooklyn",40.645,-74.01,0.66425
"Sunset Park West","Brooklyn",40.65,-74.01,0.399
"Sunset Park West","Brooklyn",40.655,-74.01,0.25975
"Sunset Park West","Brooklyn",40.66,-74.01,0.293333333333333
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.67,-74.01,0.235666666666667
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.675,-74.01,0.265
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.68,-74.01,0.2495
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.685,-74.01,0.293333333333333
"Battery Park City-Lower Manhattan","Manhattan",40.705,-74.01,0.26225
"Battery Park City-Lower Manhattan","Manhattan",40.71,-74.01,0.0755
"SoHo-TriBeCa-Civic Center-Little Italy","Manhattan",40.715,-74.01,0.035
"SoHo-TriBeCa-Civic Center-Little Italy","Manhattan",40.72,-74.01,0.2
"SoHo-TriBeCa-Civic Center-Little Italy","Manhattan",40.725,-74.01,0.37425
"West Village","Manhattan",40.73,-74.01,0.465
"West Village","Manhattan",40.735,-74.01,0.233
"West Village","Manhattan",40.74,-74.01,0.23125
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.745,-74.01,0.29375
"Seagate-Coney Island","Brooklyn",40.575,-74.005,0.392
"Seagate-Coney Island","Brooklyn",40.58,-74.005,0.29
"Bath Beach","Brooklyn",40.6,-74.005,0.5495
"Bath Beach","Brooklyn",40.605,-74.005,0.6615
"Bath Beach","Brooklyn",40.61,-74.005,0.4275
"Bensonhurst West","Brooklyn",40.615,-74.005,0.827
"Dyker Heights","Brooklyn",40.62,-74.005,0.9835
"Dyker Heights","Brooklyn",40.625,-74.005,0.995
"Dyker Heights","Brooklyn",40.63,-74.005,0.9925
"Borough Park","Brooklyn",40.635,-74.005,0.8315
"Sunset Park East","Brooklyn",40.64,-74.005,0.966
"Sunset Park East","Brooklyn",40.645,-74.005,0.685
"Sunset Park East","Brooklyn",40.65,-74.005,0.391
"Sunset Park West","Brooklyn",40.655,-74.005,0.2255
"Sunset Park West","Brooklyn",40.66,-74.005,0.25
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.67,-74.005,0.2285
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.675,-74.005,0.2215
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.68,-74.005,0.241
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.685,-74.005,0.252
"Battery Park City-Lower Manhattan","Manhattan",40.705,-74.005,0.13
"Battery Park City-Lower Manhattan","Manhattan",40.71,-74.005,0.012
"SoHo-TriBeCa-Civic Center-Little Italy","Manhattan",40.715,-74.005,0.008
"SoHo-TriBeCa-Civic Center-Little Italy","Manhattan",40.72,-74.005,0.061
"SoHo-TriBeCa-Civic Center-Little Italy","Manhattan",40.725,-74.005,0.2205
"West Village","Manhattan",40.73,-74.005,0.3915
"West Village","Manhattan",40.735,-74.005,0.572
"West Village","Manhattan",40.74,-74.005,0.28
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.745,-74.005,0.253
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.75,-74.005,0.3695
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.755,-74.005,0.472
"Seagate-Coney Island","Brooklyn",40.575,-74,0.3795
"Seagate-Coney Island","Brooklyn",40.58,-74,0.2605
"Bensonhurst West","Brooklyn",40.595,-74,0.488
"Bath Beach","Brooklyn",40.6,-74,0.622
"Bensonhurst West","Brooklyn",40.605,-74,0.928
"Bensonhurst West","Brooklyn",40.61,-74,0.8545
"Bensonhurst West","Brooklyn",40.615,-74,0.9595
"Bensonhurst West","Brooklyn",40.62,-74,0.9735
"Dyker Heights","Brooklyn",40.625,-74,0.995
"Borough Park","Brooklyn",40.63,-74,0.998
"Borough Park","Brooklyn",40.635,-74,0.845
"Borough Park","Brooklyn",40.64,-74,0.992
"Sunset Park East","Brooklyn",40.645,-74,0.852
"Sunset Park East","Brooklyn",40.65,-74,0.769
"park-cemetery-etc-Brooklyn","Brooklyn",40.655,-74,0.669
"Sunset Park West","Brooklyn",40.66,-74,0.6955
"Sunset Park West","Brooklyn",40.665,-74,0.4975
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.67,-74,0.5895
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.675,-74,0.492
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.68,-74,0.347
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.685,-74,0.2635
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.69,-74,0.23
"Brooklyn Heights-Cobble Hill","Brooklyn",40.695,-74,0.36
"Chinatown","Manhattan",40.71,-74,0.01
"Chinatown","Manhattan",40.715,-74,0.005
"SoHo-TriBeCa-Civic Center-Little Italy","Manhattan",40.72,-74,0.0785
"SoHo-TriBeCa-Civic Center-Little Italy","Manhattan",40.725,-74,0.1905
"West Village","Manhattan",40.73,-74,0.5255
"West Village","Manhattan",40.735,-74,0.684
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.74,-74,0.408
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.745,-74,0.2775
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.75,-74,0.437
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.755,-74,0.4385
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.76,-74,0.3845
"Clinton","Manhattan",40.765,-74,0.332
"Seagate-Coney Island","Brooklyn",40.575,-73.995,0.409
"Gravesend","Brooklyn",40.585,-73.995,0.759333333333333
"Bensonhurst East","Brooklyn",40.59,-73.995,0.742
"Bensonhurst East","Brooklyn",40.595,-73.995,0.4895
"Bensonhurst West","Brooklyn",40.6,-73.995,0.44325
"Bensonhurst West","Brooklyn",40.605,-73.995,0.913
"Bensonhurst West","Brooklyn",40.61,-73.995,0.90275
"Bensonhurst West","Brooklyn",40.615,-73.995,0.9705
"Bensonhurst West","Brooklyn",40.62,-73.995,0.96325
"Bensonhurst West","Brooklyn",40.625,-73.995,0.9865
"Borough Park","Brooklyn",40.63,-73.995,0.99425
"Borough Park","Brooklyn",40.635,-73.995,0.834
"Borough Park","Brooklyn",40.64,-73.995,0.99225
"Sunset Park East","Brooklyn",40.645,-73.995,0.8655
"park-cemetery-etc-Brooklyn","Brooklyn",40.65,-73.995,0.799
"park-cemetery-etc-Brooklyn","Brooklyn",40.655,-73.995,0.774
"Sunset Park West","Brooklyn",40.66,-73.995,0.76775
"Park Slope-Gowanus","Brooklyn",40.665,-73.995,0.5305
"Park Slope-Gowanus","Brooklyn",40.67,-73.995,0.72675
"Park Slope-Gowanus","Brooklyn",40.675,-73.995,0.82825
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.68,-73.995,0.8255
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.685,-73.995,0.839
"Carroll Gardens-Columbia Street-Red Hook","Brooklyn",40.69,-73.995,0.37
"Brooklyn Heights-Cobble Hill","Brooklyn",40.695,-73.995,0.6205
"Brooklyn Heights-Cobble Hill","Brooklyn",40.7,-73.995,0.3265
"Chinatown","Manhattan",40.71,-73.995,0.0825
"Chinatown","Manhattan",40.715,-73.995,0.06125
"SoHo-TriBeCa-Civic Center-Little Italy","Manhattan",40.72,-73.995,0.221
"West Village","Manhattan",40.725,-73.995,0.298
"West Village","Manhattan",40.73,-73.995,0.523
"West Village","Manhattan",40.735,-73.995,0.3695
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.74,-73.995,0.58625
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.745,-73.995,0.3065
"Midtown-Midtown South","Manhattan",40.75,-73.995,0.2125
"Hudson Yards-Chelsea-Flatiron-Union Square","Manhattan",40.755,-73.995,0.33425
"Clinton","Manhattan",40.76,-73.995,0.24475
"Clinton","Manhattan",40.765,-73.995,0.085
"Clinton","Manhattan",40.77,-73.995,0.122
"Seagate-Coney Island","Brooklyn",40.575,-73.99,0.7495
"Gravesend","Brooklyn",40.585,-73.99,0.8745
"Gravesend","Brooklyn",40.59,-73.99,0.741
"Bensonhurst East","Brooklyn",40.595,-73.99,0.283
"Bensonhurst East","Brooklyn",40.6,-73.99,0.2065
"Bensonhurst West","Brooklyn",40.605,-73.99,0.8115
"Bensonhurst West","Brooklyn",40.61,-73.99,0.8345
"Bensonhurst West","Brooklyn",40.615,-73.99,0.566
"Bensonhurst West","Brooklyn",40.62,-73.99,0.5465
"Borough Park","Brooklyn",40.625,-73.99,0.589
"Borough Park","Brooklyn",40.63,-73.99,0.778
"Borough Park","Brooklyn",40.635,-73.99,0.5195
"Borough Park","Brooklyn",40.64,-73.99,0.952
"park-cemetery-etc-Brooklyn","Brooklyn",40.645,-73.99,0.914
"park-cemetery-etc-Brooklyn","Brooklyn",40.655,-73.99,0.678
"Sunset Park West","Brooklyn",40.66,-73.99,0.729
"Park Slope-Gowanus","Brooklyn",40.665,-73.99,0.4
"Park Slope-Gowanus","Brooklyn",40.67,-73.99,0.415
"Park Slope-Gowanus","Brooklyn",40.675,-73.99,0.652
